# Motion detection test timing, WILD-SIFK, dev build with Metro, re-measure of ww-mobile-app #273 after #326
# Started 2026-09-23 09:53:19. Times are MM:SS.mmm from the start of the capture.
# himax = COM6 @ 921600 (given)
# nrf   = COM5 @ 115200 (given)
#
[01:58.249] nrf   | <info> app: Conn params applied: interval 156 units (195ms), timeout 4000ms
[02:58.697] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0x042F)
[02:58.697] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 52 blocks:
[02:58.697] nrf   | 00 20 18 40 28 00 10 72 00 1c 40 00 e0 01 2f 00 18 00 3b 80 12 44 00 02 08 3a 32 05 72 02 00 00 '
[02:58.865] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 52 blocks:
[02:58.865] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 20 18 40 28 00 10 72 00 1c 40 00 e0 01 2f 00 18 00 3b 80 12 44 00 02 08 3a 32 05 72 02 00 00 
[02:58.947] himax | Class 'no person': 42.3% (raw: -40)
[02:58.947] himax | Class 'person': 58.0% (raw: 40)
[02:58.947] himax | Class 0 'no person' = logit -40
[02:58.947] himax | Class 1 'person' = logit 40
[02:58.947] himax | TARGET OBJECT DETECTED!
[02:58.947] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:58.947] himax | Score 40/128 (Threshold 18)
[02:58.947] himax | HM0360 AE regs:
[02:58.947] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:58.947] himax | HM0360 motion in 0 blocks:
[02:58.947] himax | 0 00 00 00 00 
[02:58.947] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:58.947] himax | Skipping file save.
[02:59.016] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:59.216] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:59.216] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:59.216] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:59.230] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:59.232] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:59.232] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:59.314] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:59.314] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:59.314] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[02:59.314] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:59.314] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:59.314] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:59.314] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:59.398] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:59.398] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:59.448] himax | Class 'no person': 44.0% (raw: -33)
[02:59.448] himax | Class 'person': 56.4% (raw: 33)
[02:59.448] himax | Class 0 'no person' = logit -33
[02:59.448] himax | Class 1 'person' = logit 33
[02:59.448] himax | TARGET OBJECT DETECTED!
[02:59.448] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:59.448] himax | Score 33/128 (Threshold 18)
[02:59.448] himax | HM0360 AE regs:
[02:59.448] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:59.448] himax | HM0360 motion in 0 blocks:
[02:59.448] himax |  00 00 00 00 
[02:59.448] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:59.448] himax | Skipping file save.
[02:59.587] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:59.712] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:59.714] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:59.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:59.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:59.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:59.715] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:59.813] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:59.815] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:59.916] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:59.916] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:59.916] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[02:59.916] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:59.916] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:59.916] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:59.916] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:59.973] himax | Class 'no person': 44.0% (raw: -32)
[02:59.973] himax | Class 'person': 56.2% (raw: 32)
[02:59.973] himax | Class 0 'no person' = logit -32
[02:59.973] himax | Class 1 'person' = logit 32
[02:59.973] himax | TARGET OBJECT DETECTED!
[02:59.973] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:59.973] himax | Score 32/128 (Threshold 18)
[02:59.973] himax | HM0360 AE regs:
[02:59.973] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:59.973] himax | HM0360 motion in 0 blocks:
[02:59.973] himax | 00 00 00 00 
[02:59.973] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:59.973] himax | Skipping file save.
[03:00.006] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[03:00.175] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[03:00.180] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[03:00.180] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[03:00.188] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[03:00.188] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[03:00.188] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[03:00.229] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[03:00.229] nrf   | BLE out: Sent   4 bytes: 'NN+'
[03:00.229] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[03:00.229] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[03:00.229] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[03:00.229] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[03:00.229] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[03:00.364] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[03:00.364] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[03:00.482] himax | Class 'no person': 44.2% (raw: -30)
[03:00.482] himax | Class 'person': 56.0% (raw: 30)
[03:00.482] himax | Class 0 'no person' = logit -30
[03:00.482] himax | Class 1 'person' = logit 30
[03:00.482] himax | TARGET OBJECT DETECTED!
[03:00.482] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[03:00.482] himax | Score 30/128 (Threshold 18)
[03:00.482] himax | HM0360 AE regs:
[03:00.482] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[03:00.482] himax | HM0360 motion in 0 blocks:
[03:00.482] himax |  00 00 00 00 
[03:00.482] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[03:00.482] himax | Skipping file save.
[03:00.565] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[03:00.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[03:00.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[03:00.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[03:00.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[03:00.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[03:00.714] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[03:00.849] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[03:00.849] nrf   | BLE out: Sent   4 bytes: 'NN+'
[03:00.849] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[03:00.849] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[03:00.849] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[03:00.849] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[03:00.849] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[03:00.863] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[03:00.863] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[03:01.000] himax |    Inhibiting MD
[03:01.000] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[03:01.000] himax | Class 'no person': 47.5% (raw: -13)
[03:01.000] himax | Class 'person': 53.0% (raw: 13)
[03:01.000] himax | Class 0 'no person' = logit -13
[03:01.000] himax | Class 1 'person' = logit 13
[03:01.000] himax | Target object not detected.
[03:01.000] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[03:01.000] himax | Score 13/128 (Threshold 18)
[03:01.000] himax | HM0360 AE regs:
[03:01.000] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[03:01.000] himax | HM0360 motion in 8 blocks:
[03:01.000] himax | 00 00 00 00 
[03:01.000] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 8 blocks:
[03:01.000] himax | Skipping file save.
[03:01.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[03:01.312] himax | Current captures completed: 20
[03:01.312] himax | Average file write time 0ms
[03:01.312] himax | Total frames captured since last reset: 20
[03:01.312] himax | Sending 56 bytes: Header 4, payload 50, checksum 2 'Captured 20 images. Last is  (File write 0ms avg.)'
[03:01.329] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[03:01.330] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[03:01.335] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[03:01.335] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[03:01.345] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[03:01.347] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[03:01.464] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[03:01.464] nrf   | BLE out: Sent   4 bytes: 'NN-'
[03:01.464] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[03:01.464] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[03:01.464] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0xF328)
[03:01.464] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 8 blocks:
[03:01.464] nrf   | 00 f0 00 4e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[03:01.464] nrf   | <info> app: I2C RX payload 50/250 bytes. Response type is 4. CRC OK (0xF51F)
[03:01.464] nrf   | BLE out: Sent  51 bytes: 'Captured 20 images. Last is  (File write 0ms avg.)'
[03:01.648] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 8 blocks:
[03:01.648] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 f0 00 4e 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[03:01.814] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Captured 20 images. Last is  (File write 0ms avg.)
[03:01.815] app   | [MotionDetectionStream] Firmware capture sequence completed naturally.
[03:01.815] app   | [MotionDetectionStream] Command queue cleared — ready for next test.
[03:01.815] app   | TX Hex: 4149207365746f702031382030
[03:02.065] app   | Written AI setop 18 0 to the device WILD-SIFK (09:56:22-902)
[03:02.080] nrf   | BLE in: Received  13 bytes 'AI setop 18 0'
[03:02.080] nrf   | Sending 'setop 18 0' to AI processor (4 ctrl bytes, 10 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[03:02.080] nrf   | <info> app: I2C RX payload 18/250 bytes. Response type is 4. CRC OK (0x96F0)
[03:02.080] nrf   | <info> app: AI processor replies: 'Set OpParam 18 = 0'
[03:02.080] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[03:02.080] nrf   | BLE out: Sent  19 bytes: 'Set OpParam 18 = 0'
[03:02.114] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 18 = 0
[03:02.215] himax | Received I2C message.
[03:02.215] himax | MKL62BA command received: 'setop 18 0'
[03:02.215] himax | Set OpParam 18 = 0
[03:02.215] himax | Sending 24 bytes: Header 4, payload 18, checksum 2 'Set OpParam 18 = 0'
[03:02.215] himax | Config saved (op params persisted).
[03:02.298] app   | [MotionDetectionStream] TEST_MODE_BITS reset to 0
[03:02.298] app   | TX Hex: 4149207365746f7020382031303030
[03:02.315] app   | Written AI setop 8 1000 to the device WILD-SIFK (09:56:23-151)
[03:02.530] himax | Received I2C message.
[03:02.530] himax | MKL62BA command received: 'setop 8 1000'
[03:02.530] himax | Set OpParam 8 = 1000
[03:02.530] himax | Sending 26 bytes: Header 4, payload 20, checksum 2 'Set OpParam 8 = 1000'
[03:02.683] nrf   | BLE in: Received  15 bytes 'AI setop 8 1000'
[03:02.683] nrf   | Sending 'setop 8 1000' to AI processor (4 ctrl bytes, 12 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[03:02.683] nrf   | <info> app: I2C RX payload 20/250 bytes. Response type is 4. CRC OK (0xF34E)
[03:02.683] nrf   | <info> app: AI processor replies: 'Set OpParam 8 = 1000'
[03:02.683] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[03:02.683] nrf   | BLE out: Sent  21 bytes: 'Set OpParam 8 = 1000'
[03:02.731] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Set OpParam 8 = 1000
[03:02.832] himax | Config saved (op params persisted).
[03:02.920] app   | [MotionDetectionStream] INTERVAL_BEFORE_DPD reset to 1000
[03:05.264] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: Sleep
[03:05.278] himax | Inactive for 2500ms
[03:05.278] himax | Saved state to SD card. Image sequence number = 224
[03:05.278] himax | Image task ready to sleep.
[03:05.278] himax | Sending 111 bytes: Header 4, payload 105, checksum 2 'Sleep 224 101 66 17 340 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[03:05.278] himax | IF task ready to sleep.
[03:05.278] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[03:05.278] himax |    Inhibiting MD
[03:05.278] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[03:05.278] himax |  No LED flashes.
[03:05.278] himax | >>> Entering DPD at 2024:01:01 00:00:51
[03:05.432] nrf   | <info> app: I2C RX payload 105/250 bytes. Response type is 4. CRC OK (0x05D0)
[03:05.432] nrf   | <info> app: AI processor sends stats: '224 101 66 17 340 3 500 0 1000 50 1 0 100 2 1 1 18 1 0 9 0 2 50 65 0 0 0 286 326 1 110 1 0 0 2 0 0 '
[03:05.432] nrf   | <info> app: Positive NN events has increased from 53 to 66!
[03:05.432] nrf   | <info> app: Uplink inhibited - 25596/60000 ms since last uplink
[03:05.432] nrf   | <info> app: AI state changed from IDLE to SLEEP
[03:05.432] nrf   | BLE out: Sent   6 bytes: 'Sleep'
